userId;state;action_reward;n_state
196;242&3|285&5|1241&3|1022&4|762&3|381&4|153&5|66&3|25&4|286&5|13&2|382&4;67&5|108&4|692&5|1118&4;242&3|285&5|1241&3|1022&4|762&3|381&4|153&5|66&3|25&4|286&5|13&2|382&4|67&5|108&4|692&5|1118&4
548;1014&4|12&5|751&4|475&4|245&4|678&4|748&3|283&3|313&5|515&5|281&4|358&2;370&3|928&3|235&3|15&2;1014&4|12&5|751&4|475&4|245&4|678&4|748&3|283&3|313&5|515&5|281&4|358&2|370&3|928&3|235&3|15&2
550;259&2|304&3|538&5|300&4|255&3|688&3|1&3|50&5|682&4|249&4|121&5|125&4;254&1|892&2|301&2|252&1;259&2|304&3|538&5|300&4|255&3|688&3|1&3|50&5|682&4|249&4|121&5|125&4|254&1|892&2|301&2|252&1
215;22&3|227&5|238&2|203&3|204&3|423&5|354&4|288&2|56&5|11&2|300&3|70&3;552&3|443&4|1063&5|218&3;22&3|227&5|238&2|203&3|204&3|423&5|354&4|288&2|56&5|11&2|300&3|70&3|552&3|443&4|1063&5|218&3
388;871&2|258&5|672&4|147&4|596&4|98&5|200&5|301&4|117&5|742&5|9&3|307&4;773&3|769&3|5&4|184&4;871&2|258&5|672&4|147&4|596&4|98&5|200&5|301&4|117&5|742&5|9&3|307&4|773&3|769&3|5&4|184&4
787;749&4|310&5|347&4|307&4|331&3|269&3|258&5|324&2|362&3|333&3|300&4|748&4;348&4|271&1|245&3|329&4;749&4|310&5|347&4|307&4|331&3|269&3|258&5|324&2|362&3|333&3|300&4|748&4|348&4|271&1|245&3|329&4
915;307&3|896&2|270&3|315&4|333&3|752&3|313&4|304&3|321&3|1038&2|258&2|345&4;347&5|300&3|288&2|334&3;307&3|896&2|270&3|315&4|333&3|752&3|313&4|304&3|321&3|1038&2|258&2|345&4|347&5|300&3|288&2|334&3
848;530&5|582&4|663&5|95&5|153&5|432&2|498&5|210&5|588&3|474&5|971&5|945&5;88&4|708&4|501&3|739&5;530&5|582&4|663&5|95&5|153&5|432&2|498&5|210&5|588&3|474&5|971&5|945&5|88&4|708&4|501&3|739&5
752;268&2|310&1|904&4|690&4|258&3|909&3|345&1|1463&4|1265&3|354&2|286&1|896&3;350&4|288&5|589&4|269&5;268&2|310&1|904&4|690&4|258&3|909&3|345&1|1463&4|1265&3|354&2|286&1|896&3|350&4|288&5|589&4|269&5
941;258&4|124&5|222&2|257&4|408&5|475&4|919&5|7&4|300&4|181&5|993&4|358&2;1007&4|147&4|1&5|455&4;258&4|124&5|222&2|257&4|408&5|475&4|919&5|7&4|300&4|181&5|993&4|358&2|1007&4|147&4|1&5|455&4
40;305&4|271&2|303&4|259&2|333&4|272&2|268&4|321&4|269&1|245&3|345&4|302&3;243&2|876&3|343&1|258&3;305&4|271&2|303&4|259&2|333&4|272&2|268&4|321&4|269&1|245&3|345&4|302&3|243&2|876&3|343&1|258&3
635;358&1|268&5|748&2|301&3|13&2|877&3|874&3|682&2|302&4|333&5|300&3|262&5;276&3|1&4|150&3|255&4;358&1|268&5|748&2|301&3|13&2|877&3|874&3|682&2|302&4|333&5|300&3|262&5|276&3|1&4|150&3|255&4
172;220&4|514&3|177&4|606&3|772&1|642&4|462&3|463&4|425&1|430&3|428&4|488&3;485&3|1172&3|580&4|483&3;220&4|514&3|177&4|606&3|772&1|642&4|462&3|463&4|425&1|430&3|428&4|488&3|485&3|1172&3|580&4|483&3
521;208&3|13&2|732&3|250&3|204&4|1016&3|246&4|288&3|829&2|163&3|8&3|42&5;743&1|135&4|291&1|99&3;208&3|13&2|732&3|250&3|204&4|1016&3|246&4|288&3|829&2|163&3|8&3|42&5|743&1|135&4|291&1|99&3
64;511&4|210&3|423&4|898&2|176&4|480&3|79&4|429&4|919&4|425&4|8&4|190&4;768&2|82&3|679&3|227&3;511&4|210&3|423&4|898&2|176&4|480&3|79&4|429&4|919&4|425&4|8&4|190&4|768&2|82&3|679&3|227&3
518;151&3|685&5|934&3|924&3|237&4|591&3|14&3|713&5|847&5|744&4|1017&3|9&3;829&3|820&2|280&4|763&1;151&3|685&5|934&3|924&3|237&4|591&3|14&3|713&5|847&5|744&4|1017&3|9&3|829&3|820&2|280&4|763&1
