item_id;vectors
1653;-0.32584643|-1.0037897|0.81353736|0.5294079|-0.37783384|0.35987642|-0.16760845|0.8338029|-0.390439|0.21597898|0.76371175|-0.0021109283|0.2955955|-1.4218518|0.56973714|-0.068035066|-0.371715|0.89742994|0.5386062|-0.59243566|0.6723561|0.45638493|-1.6923666|0.0046886057|-0.35454762|-0.46634924|-0.20740376|0.9986392|-0.044974938|0.30869362|-0.0583418|0.17718172|-0.08600688|0.37535518|-0.45576954|-0.1822663|-0.37310475|1.029495|-1.5056093|-0.5035685|-0.7663313|-0.90834117|0.2741299|-0.70057726|-0.19518083|-0.6661367|-0.50311184|0.8361166|0.5852976|-1.234167|0.8739835|-0.4995972|-0.6947221|0.5193672|-0.19032583|1.2665305|0.13191205|-1.3241725|-0.45319214|-1.3165785|-0.7577634|0.41933173|0.17540734|-0.24253592|-0.5072119|0.29337472|-0.22936079|0.8395024|0.40827775|0.38783133|0.46477577|-1.0091567|0.26325166|-0.62081915|-1.2849298|-0.25208426|0.38257036|0.09544563|-0.5059422|-0.19612163|0.029360484|0.16606092|-1.1084809|-0.93057126|-0.45181727|-0.6400266|0.43699044|0.05089732|0.35529533|0.29402527|0.007492423|0.3343284|-0.84481835|1.3399909|-0.2580011|0.25204507|-0.71219367|0.5453774|-0.07440288|-0.11549087
1654;0.37267083|-0.37945986|0.40771145|0.30567363|-0.3215189|0.47348675|-0.65104157|0.23647761|-0.012568675|-0.2740292|0.57891047|-0.33325958|-0.30460075|-0.36669615|0.73095286|-0.3778121|-0.38069123|0.35304835|0.4550675|-0.44981635|-0.23935264|0.2332234|-0.38530877|-0.15353262|-0.12383106|-0.4895807|0.081902|0.7571806|0.27460063|-0.36064097|-0.26198533|0.24547237|0.24928908|-0.15288633|-0.43080756|0.5869937|-0.34497997|0.18181707|-0.19281842|-0.37758005|-0.03663709|-0.35744327|-0.3139058|-0.45866984|0.0141805|-0.524409|-0.27164853|-0.084702104|0.3043709|0.2640337|0.37663138|-0.44985136|-0.4254075|0.017004466|-0.21554899|0.2296727|-0.0007110238|-0.39428896|-0.15840249|-0.30429423|-0.0835871|0.15417926|0.34040636|0.24126178|0.070178755|0.4388726|-0.5528712|0.008913182|0.014392092|0.37561694|-0.14467815|0.220362|-0.101913825|0.11819774|-0.58662903|0.09183627|-0.32188344|-0.7000828|0.18618153|-0.03204094|0.29752707|-0.03239629|-0.36164376|-0.3344953|-0.54397357|-0.08453214|0.3658726|0.07980299|0.17752498|0.56304836|-0.34008896|0.08265723|-0.33772656|0.09202533|-0.2918945|-0.33959433|0.17632951|0.47592565|0.22578557|-0.27821895
1655;0.6565643|-0.4518786|0.66806793|0.16680032|-0.45075232|-0.05270928|-0.29718015|0.50747246|-0.07690498|0.14130753|0.5966433|-0.29370555|0.5590553|-0.52809626|1.107542|-1.5310761|-0.66842866|0.6655544|-0.1564979|-0.74864817|0.44823146|0.5214255|-0.6249584|0.021768466|-0.69249463|0.2094022|0.11937824|0.73880434|-0.102850094|-0.87029094|-0.404183|-0.68447095|0.74984723|0.39106077|-0.6474457|-0.16222864|-0.73221946|0.42382678|0.17724401|-0.2925532|0.37620342|-0.22087198|-0.6683881|-0.21498856|0.4627513|-0.83841145|-0.55609417|0.07761124|0.13702284|0.39578497|0.076200455|-0.35083348|-0.7152368|-0.37707675|-0.4883421|0.007141754|-0.17103589|-0.4198644|-0.05042427|-0.099850446|-0.45977563|-0.06771335|1.1391706|-0.37054816|0.57125586|-0.20430712|-0.22378851|-0.0076390393|0.06818953|0.10858265|-0.33036813|0.24810159|-0.5153198|0.12988143|-0.61560917|0.7112252|0.34973654|-0.69811267|0.75832415|-0.31193024|-0.29702887|-0.35425755|0.14713827|0.3110695|-0.2310412|-0.2873576|0.01403451|0.39082536|-0.028348774|0.76939225|-0.7383891|0.18283188|-0.6423522|0.3225637|0.6092851|0.5504517|0.20392434|1.0817603|-0.069053456|0.20722616
1656;0.7672957|-0.28292775|0.1815658|0.43032286|-0.5126934|0.41756684|-0.25115243|0.659141|-0.11751321|-0.35075593|1.005254|-0.37727907|-0.14099401|-0.08827865|0.8377676|-0.7716436|0.16182403|0.44331965|0.5675885|-0.5169906|0.4400846|0.15432318|-0.3325916|-0.1688733|-0.31017768|-0.4625396|-0.4053229|0.6975743|0.08883206|-0.3896333|-0.2114541|-0.10422724|0.49296275|0.09874035|-0.66776687|0.14048791|-0.6281376|0.16695651|-0.35911083|-0.55036384|-0.27690625|-0.094527155|-0.5373717|-0.4094506|-0.37412697|-0.4162018|-0.33392084|-0.055077426|0.5136893|0.32767904|0.15266417|-0.6528141|-0.14331466|-0.025728574|-0.33592308|0.31590292|-0.45956752|-0.6694562|-0.24984427|-0.5205534|-0.20193864|0.16370004|0.5786587|-0.25783646|0.06020447|0.35133737|-0.2105059|-0.2629366|0.03743246|-0.21063061|-0.45080146|-0.13883339|-0.43746465|-0.25539514|-0.52133614|0.2849561|-0.31183267|-0.5714592|0.2570358|-0.11223623|0.045182817|-0.13785425|-0.40420267|0.040167693|-0.1354664|-0.18678752|-0.06572005|0.048568554|0.33605167|0.5928558|-0.033958256|0.30973402|-0.59222525|0.20275228|-0.3208751|-0.44360822|-0.5857544|0.754154|-0.019783616|-0.5433829
1657;0.4107498|-0.5365713|0.2628538|0.2631437|-0.4927684|0.37148443|-0.16679543|0.67286634|-0.004477784|-0.37815484|0.42633516|-0.29174852|0.19084738|-0.43350524|0.6577942|-0.6593287|-0.213243|0.31386185|0.39115873|-0.3507026|-0.03800774|0.26786697|-0.49317077|-0.25383696|0.0044903755|-0.5431582|-0.14669475|0.5901395|0.02793365|-0.46057913|-0.40540856|0.12737854|0.5178683|-0.01109121|-0.3105952|0.15270983|-0.39399925|0.22304368|-0.41641274|-0.49797535|-0.124258175|-0.26442444|-0.4214596|-0.4086551|0.178979|-0.34661144|-0.26221848|0.030624436|0.39409256|0.16558577|0.31035325|-0.21281594|-0.24510661|0.024293782|-0.1222612|0.0350343|-0.1427384|-0.5149937|-0.2034663|-0.4439201|-0.18349439|0.2756795|0.492087|-0.13322532|-0.01710527|0.17350781|-0.24899684|-0.019142693|0.04164557|0.36385038|-0.3846975|0.06831839|-0.36028352|-0.035008453|-0.2577883|0.1584498|-0.5558565|-0.59957963|0.29661658|0.04583022|0.06775434|-0.025565442|-0.12460627|0.121732034|-0.2290677|0.064428724|0.36433092|0.050212022|0.29822108|0.55236816|-0.2762377|0.36725202|-0.18761954|0.21562262|-0.058853403|0.06505222|-0.25879684|0.47824818|0.03700368|-0.30612797
1658;0.55177486|-0.37329495|0.303525|0.29888093|-0.2728434|0.45175046|-0.35565233|0.5338877|-0.13822544|-0.37994564|0.5334646|-0.36983478|0.21300192|-0.37256676|0.65000725|-0.6560057|-0.0869433|0.34338772|0.43821052|-0.4412868|-0.0003249608|0.16451478|-0.53437084|-0.17757949|-0.23596703|-0.4161762|-0.21697894|0.644085|0.092894584|-0.3970908|-0.35390627|0.037612654|0.44653568|0.048360158|-0.4652848|0.35148466|-0.38394788|0.2610217|-0.40833798|-0.4894829|-0.18924543|-0.28994295|-0.47973984|-0.49787068|0.07179539|-0.43938816|-0.35376167|0.0020364039|0.34761536|0.21726575|0.4405048|-0.3781671|-0.3382739|0.024589306|-0.31535575|0.22995402|-0.34020036|-0.48389623|-0.0920597|-0.4411368|-0.14920592|0.22554937|0.3838116|0.019682866|-0.0059352797|0.2388115|-0.3050524|0.014574673|-0.0005991943|0.17764387|-0.36343616|0.23566031|-0.36404565|-0.022869369|-0.52133435|0.1767313|-0.3657506|-0.58240545|0.20509568|-0.13408628|0.01239536|0.02017447|-0.30860505|-0.04104518|-0.42116272|-0.04976311|0.35297546|0.031850364|0.28003392|0.44343558|-0.37159517|0.2728054|-0.42828867|0.14878695|-0.15497553|-0.05556188|-0.20982844|0.65601736|0.2275748|-0.28351024
1659;0.52338016|-0.3420348|0.32532758|0.26692915|-0.33357242|0.42699155|-0.34601772|0.62407666|-0.06184577|-0.41768932|0.6029314|-0.38310918|0.16916251|-0.39801955|0.64374584|-0.5973776|-0.12891318|0.36718976|0.3820518|-0.42277834|0.018835668|0.1458134|-0.48609635|-0.20753822|-0.24022517|-0.44848466|-0.16484927|0.5703799|0.083131865|-0.4737485|-0.2999312|-0.0060412567|0.4071747|0.11877324|-0.46351844|0.3320635|-0.45544636|0.21273996|-0.43023223|-0.392666|-0.1012685|-0.2893019|-0.39986852|-0.49998772|-0.033347126|-0.42723104|-0.38952398|0.054722797|0.26221842|0.2499793|0.39993417|-0.28220257|-0.3658603|0.015849894|-0.30191764|0.2456776|-0.40059507|-0.46637037|-0.063144654|-0.4675419|-0.18724355|0.22070305|0.4159142|-0.008433953|-0.0015366282|0.18158318|-0.30651173|-0.007624183|0.060968764|0.27219346|-0.31429988|0.22839297|-0.36694315|-0.016984707|-0.44988|0.13076945|-0.43596935|-0.53245944|0.22119759|-0.07601413|0.014585882|-0.044560473|-0.23774913|-0.024496082|-0.36300904|-0.035698358|0.32940683|0.070466444|0.23813324|0.34746137|-0.3894169|0.22231025|-0.41346407|0.21728219|-0.22650059|-0.047209125|-0.22629438|0.6717858|0.23286971|-0.20821305
1660;0.71123654|-0.1294387|0.37708744|0.8241197|-0.17274538|-0.0951837|0.026849538|0.5604816|-0.05036574|-0.822165|0.8043958|-0.15195744|0.050182916|-0.98870444|0.20796815|-0.66184056|0.085963845|0.5534902|0.5374968|-0.28040555|0.19057749|0.023309022|-0.6539765|0.14932178|-0.40791446|-0.17830998|-0.13569045|0.869086|0.26119512|-0.14115146|-0.10549943|0.5322838|0.67540973|-0.18342984|-0.174494|0.13435547|-0.8509466|-0.107455656|-0.22525743|-0.3215496|-0.24932684|-0.38164353|-0.4565423|-0.3159231|0.056600597|-0.2336364|-0.4378209|0.054687597|0.2563429|0.22184606|0.4682355|-0.26628506|-0.4637104|-0.08132616|0.018003106|0.090490304|-0.20836873|-0.4571411|-0.13515808|-0.41244224|-0.25026643|0.12868004|0.3594153|-0.15553269|-0.12387223|-0.27990854|-0.16333947|0.05130969|-0.052183148|0.60376406|-0.42148894|-0.5208164|-0.2825781|-0.016339047|-0.48929232|0.054376394|-0.3473388|-0.49322268|0.4051387|-0.23177704|0.3687731|0.010808665|-0.384768|-0.2601407|-0.18819709|-0.3846056|0.13738431|0.17235474|0.500229|0.3532122|-0.28481588|0.24799201|-0.26581922|0.43916732|-0.09111442|-0.48044762|-0.29638758|0.23199254|0.37338036|-0.27327216
1661;0.59928197|-0.3652507|0.2458364|0.26196218|-0.20651838|0.46259028|-0.2640822|0.6545236|0.013641067|-0.2810458|0.45322883|-0.48050767|0.19733746|-0.3317856|0.5884217|-0.7446881|-0.2077752|0.30543903|0.5337014|-0.3995587|-0.025365938|0.015410826|-0.3823736|-0.049331933|-0.25913653|-0.36262485|-0.19145212|0.6007608|0.053639814|-0.5929247|-0.28876546|0.038277023|0.41969228|-0.021020807|-0.45942795|0.2697233|-0.3203063|0.15744877|-0.32907256|-0.371688|0.040364146|-0.33702576|-0.4074247|-0.3424792|0.12626362|-0.409828|-0.39003423|-0.13393605|0.28323168|0.2284046|0.2561394|-0.29827005|-0.2908642|-0.027025165|-0.23323002|0.114427336|-0.37349305|-0.5000167|-0.17509966|-0.42516726|3.5494566e-05|0.09518935|0.42213696|0.0014417153|-0.08257144|0.29154417|-0.22908393|-0.057445798|0.0061650947|0.22905976|-0.35810912|0.20899871|-0.33510092|-0.03965185|-0.400254|0.086636096|-0.57112503|-0.6360954|0.23641835|-0.0860954|-0.049877547|-0.06098904|-0.2827746|0.03067747|-0.41623116|0.10377746|0.25278717|0.1586311|0.21994531|0.4112557|-0.4158183|0.24871765|-0.28769755|0.14336334|-0.007146254|0.026292786|-0.105357945|0.6469124|0.13650909|-0.3211457
1662;0.6128302|-0.39722106|0.25502527|0.26626587|-0.21888885|0.35539663|-0.24090993|0.60752296|0.021409668|-0.24978541|0.48738074|-0.491427|0.15405852|-0.33529058|0.5510111|-0.6942121|-0.27048013|0.27250618|0.45845675|-0.41911024|0.034982406|0.052347243|-0.4176254|-0.095841944|-0.2872322|-0.30153868|-0.2588014|0.6192137|0.008527495|-0.56968254|-0.26588118|0.05664225|0.43275434|-0.029348113|-0.40188548|0.34252784|-0.4175315|0.19836235|-0.37879473|-0.41779813|0.044987902|-0.3678196|-0.47031793|-0.3330648|0.106108874|-0.43283537|-0.435239|-0.11963775|0.25082824|0.2401302|0.3084765|-0.35206366|-0.28810164|-0.033212855|-0.21147883|0.12828305|-0.38539279|-0.5262232|-0.14693315|-0.41134682|0.027903795|0.1289716|0.48751596|0.019206988|-0.04232208|0.23023206|-0.22953406|-0.06238361|-0.026442051|0.23099653|-0.39874715|0.21501811|-0.2698093|0.026853362|-0.46820292|0.18030162|-0.5201244|-0.5499162|0.20062129|-0.039260272|0.041425996|0.01122554|-0.22135973|0.05735581|-0.42372158|0.13602337|0.29106364|0.18570095|0.18645433|0.40088314|-0.37432957|0.29188126|-0.370381|0.23231381|0.03691311|0.041045494|-0.10167371|0.7017504|0.15539187|-0.26568565
1663;0.5648468|-0.58638203|0.09867683|0.3116718|-0.5443263|0.6735979|-0.071781814|0.6646482|0.07783951|-0.39879584|0.48816377|-0.4748059|0.16893363|-0.4537126|0.3940432|-0.6608306|-0.19741242|0.22088556|0.52689093|-0.63712865|-0.17353894|0.4127686|-0.12382904|-0.040796176|0.17669132|-0.44615117|-0.4868968|0.7126153|0.6556454|-0.6457691|-0.29120797|0.1117507|0.38377732|0.21560273|-0.35832047|0.7894449|-0.4898045|0.21349841|-0.77364516|-0.37141836|-0.23687154|-0.44694716|-0.45452455|-0.35547134|0.07530174|-0.3094426|-0.18064964|-0.26662266|0.35713282|0.3897714|0.5686435|-0.23466888|0.059580803|-0.056465752|-0.2543149|0.18235205|-0.25895682|-0.4957721|0.21922135|-0.2649251|-0.6725559|0.63106686|0.07061198|0.1767852|-0.07845296|0.33687347|-0.20480016|-0.16336197|0.063305356|0.59162307|0.0042975247|-0.13720249|-0.67400324|0.017760083|-0.36500394|0.06595747|-0.27753422|-0.6873621|0.3645682|-0.046979535|-0.2682408|0.04089187|-0.21111843|0.13553151|-0.06422326|0.14821485|0.46293598|0.1061396|0.66328347|0.56118196|-0.45564443|0.07260986|-0.24922751|-0.10493027|0.07046142|0.046582855|-0.68571246|0.41440183|0.5799589|-0.29117978
1664;0.5079379|-0.36428678|0.22080594|0.30821806|-0.15914646|0.37105334|-0.17847641|0.70181125|-0.015384644|-0.28541112|0.5262254|-0.5335292|0.20700657|-0.366684|0.5584066|-0.7215503|-0.22231337|0.37056437|0.53005946|-0.38854575|-0.004965339|0.02313976|-0.3882678|-0.13358249|-0.29260355|-0.2881961|-0.27108356|0.58014005|-0.02581378|-0.61107314|-0.26388454|0.009577936|0.35517186|-0.012682587|-0.3651511|0.23611906|-0.3636424|0.23057543|-0.38242286|-0.4765931|-0.0021579266|-0.35624057|-0.48744884|-0.33907357|0.10438906|-0.4458649|-0.3545532|-0.06008067|0.32317704|0.2251633|0.33480194|-0.2865691|-0.35100752|-0.03518884|-0.23017657|0.04891099|-0.37559712|-0.42552763|-0.13368607|-0.35645464|-0.074055195|0.13111869|0.48663807|-0.029175349|-0.07047355|0.21929885|-0.27627587|-0.09514757|0.01548871|0.1640754|-0.3816282|0.2870632|-0.3387921|-0.0287874|-0.44314247|0.06261329|-0.52390933|-0.56973016|0.25534377|-0.050149444|0.041648865|0.0218147|-0.25158912|-0.046861585|-0.37215352|0.11340251|0.3142235|0.22204328|0.2825443|0.48001775|-0.3675191|0.33309096|-0.35893598|0.23219617|-0.05494958|-0.012641259|-0.10430303|0.6693775|0.069114506|-0.2749497
1665;0.51733494|-0.3684511|0.21862748|0.2091839|-0.26101914|0.45826072|-0.2745213|0.71817964|0.0048518255|-0.23046863|0.5112851|-0.5134499|0.21034749|-0.38907188|0.55007344|-0.7766687|-0.23909616|0.33831173|0.52656305|-0.45294785|-0.029565912|0.06425853|-0.39605916|-0.16483535|-0.34966546|-0.27235076|-0.16101712|0.58315355|-0.027894244|-0.56981564|-0.24710912|0.043979548|0.3575237|0.011179727|-0.47099623|0.25556046|-0.39428273|0.1645845|-0.3139372|-0.4249103|-0.0069969296|-0.33673275|-0.392713|-0.34419122|0.1308124|-0.49380592|-0.35955414|-0.1099784|0.25863194|0.19389763|0.26734036|-0.33052248|-0.25547197|-0.09123248|-0.20478003|0.027673379|-0.38638064|-0.43256447|-0.17371427|-0.38699067|-0.015234143|0.17061624|0.40367782|0.049953707|-0.052002072|0.29210442|-0.22954287|-0.07235104|-0.03293343|0.2183284|-0.4325755|0.28937277|-0.24838871|0.03620045|-0.4556349|0.07120925|-0.48369542|-0.6272965|0.1976882|-0.066228166|-0.0067880414|-0.05790195|-0.24268763|-0.03630266|-0.3442254|0.11462035|0.3030756|0.21526459|0.27797398|0.44599244|-0.44477805|0.27464637|-0.27646476|0.22460932|-0.04474421|-0.026955515|-0.20044857|0.6728746|0.1596711|-0.24336672
1666;0.57457197|-0.40590796|0.23259498|0.24701059|-0.25285682|0.4351356|-0.18250154|0.6997678|-0.0051007792|-0.28088975|0.4683639|-0.54348224|0.15430167|-0.383618|0.612601|-0.757474|-0.25545102|0.27518484|0.53939044|-0.45565122|0.029646048|0.109391406|-0.3669811|-0.14721236|-0.29165363|-0.36859196|-0.22836763|0.58782196|0.045295082|-0.5575943|-0.2273874|0.028625278|0.36484665|-0.040982395|-0.41620237|0.32167634|-0.38897467|0.1628477|-0.37786064|-0.40832964|-0.025726117|-0.38073695|-0.38586718|-0.33259034|0.09662719|-0.52852094|-0.40586096|-0.10382917|0.22846057|0.21060905|0.26230997|-0.3306526|-0.32853603|-0.0665638|-0.20720667|0.03346537|-0.38049966|-0.4559944|-0.12182684|-0.3800808|-0.026037097|0.114106536|0.44833192|0.03252484|-0.071632184|0.29351926|-0.3057701|-0.08991271|0.012511558|0.1358419|-0.4073986|0.24666199|-0.3515708|0.040548123|-0.39017105|0.10448243|-0.49775183|-0.5560927|0.261906|-0.08633569|0.060296167|-0.04631752|-0.24807504|0.033006437|-0.37736595|0.09977343|0.2511504|0.10939649|0.23941839|0.490605|-0.34308925|0.27328688|-0.3456977|0.22152509|-0.045539603|0.06168402|-0.1461406|0.6037134|0.09066227|-0.30215743
1667;0.56914526|-0.32897073|0.18641949|0.21698186|-0.20148377|0.3322863|-0.2438817|0.5689487|0.030830286|-0.3127244|0.48331416|-0.5656964|0.15226956|-0.33882734|0.601899|-0.6808872|-0.24153021|0.29439706|0.43307477|-0.40248272|-0.012312312|0.076085344|-0.3171469|-0.111199304|-0.35453466|-0.32319596|-0.17547032|0.5322893|0.046511717|-0.5035724|-0.31553644|0.050914012|0.37369493|0.06914556|-0.40148386|0.25103173|-0.3359487|0.19890042|-0.3814132|-0.37212798|0.0070362985|-0.38716322|-0.4157376|-0.32587248|0.11616966|-0.41813374|-0.3823253|-0.06998878|0.3102526|0.22123955|0.21710472|-0.32818982|-0.3029281|-0.03040716|-0.23251687|0.035028443|-0.40905932|-0.42226338|-0.17232145|-0.34001893|0.036060914|0.09597933|0.47583258|0.069627136|-0.020852337|0.2577534|-0.22817867|-0.032181196|-0.08356549|0.17845517|-0.41604784|0.2194694|-0.25499284|0.029979547|-0.38590443|0.15841709|-0.57479537|-0.5992006|0.18304661|-0.045143973|0.0022230037|-0.014546368|-0.24929789|-0.019163456|-0.39759701|0.1722995|0.2933245|0.1429503|0.27891243|0.40264666|-0.47093853|0.3399768|-0.3089531|0.21418583|0.0729585|0.040987827|-0.101774484|0.585125|0.12618542|-0.24269766
1668;0.5489636|-0.38940302|0.2476839|0.22448966|-0.19103406|0.40286046|-0.17221452|0.6947975|-0.018228345|-0.29891855|0.4486208|-0.47019675|0.152388|-0.2727443|0.6206023|-0.713959|-0.2510508|0.3502977|0.5260994|-0.46625957|0.07608478|0.08666002|-0.37055472|-0.11567852|-0.26827782|-0.27957642|-0.23031038|0.5911634|-0.013208978|-0.61552477|-0.31986585|0.016036408|0.34536558|-0.035948604|-0.43763104|0.3175784|-0.41015208|0.18802747|-0.36613077|-0.38832095|-0.012873314|-0.311705|-0.42754677|-0.27174157|0.0547042|-0.47410244|-0.42331702|-0.097173296|0.21980399|0.1788527|0.21456218|-0.3353653|-0.2817423|-0.020557038|-0.2717933|0.12599471|-0.3232415|-0.4748034|-0.16163145|-0.39152062|0.035287738|0.085687816|0.4145737|0.07066196|0.0057378747|0.21056928|-0.2594137|-0.08090705|-0.016722063|0.2271477|-0.39820856|0.27895817|-0.32285842|-0.052242197|-0.46278283|0.05746813|-0.4908762|-0.6085129|0.17456551|-0.12905839|-0.041703157|0.04622472|-0.21567808|-0.007868608|-0.36583957|0.17708999|0.21677972|0.12011064|0.23643963|0.48017684|-0.4234555|0.32872057|-0.2879271|0.24306636|0.018078044|0.033304624|-0.20672008|0.6785676|0.10434675|-0.305591
1669;0.5418973|-0.34873095|0.19192302|0.26050425|-0.15170385|0.43431938|-0.22899613|0.60253495|-0.025707975|-0.31586504|0.5011468|-0.54649335|0.17586142|-0.32415497|0.5513552|-0.7124922|-0.28518102|0.26507762|0.49800283|-0.38935614|0.064278245|0.042200997|-0.34157583|-0.046159297|-0.32491943|-0.35186875|-0.1989623|0.5540839|0.0012341514|-0.5689688|-0.29205328|0.037201438|0.33304238|-0.011350825|-0.38284063|0.2319977|-0.29156584|0.17848206|-0.35480067|-0.44278663|0.0666714|-0.378842|-0.4395382|-0.34919417|0.10545528|-0.48895785|-0.35195515|-0.018866237|0.27405062|0.24054739|0.2959769|-0.32630584|-0.33150646|-0.021688458|-0.22189918|0.06547184|-0.36894113|-0.41466674|-0.1720178|-0.44597572|-0.023675948|0.08690335|0.4922114|0.018570375|-0.013622623|0.25575876|-0.22278395|-0.08842434|-0.07574819|0.1305947|-0.33735633|0.2793319|-0.33706355|0.014233153|-0.4325509|0.09674477|-0.52074933|-0.6326429|0.20780602|-0.09839322|-0.03529656|0.017029982|-0.22745886|0.029751668|-0.36380622|0.07394796|0.2626264|0.18221869|0.29607916|0.4560015|-0.37510586|0.27767923|-0.36764866|0.1840262|0.01079084|0.034697123|-0.20783418|0.6766454|0.04516992|-0.33294922
1670;0.30619305|0.12496242|0.6072613|1.2109944|-0.4266585|0.84076834|0.09604362|1.2253604|-0.74625576|-0.38699257|1.0153072|0.585034|1.0396771|-0.42899033|0.7418956|-1.1352482|0.8927939|0.3947904|1.1540439|-1.0997441|0.117369056|0.52520645|0.28897262|0.1656519|-1.4651135|-0.707126|-0.6839191|0.40433323|-0.3069715|-0.44447967|0.18907204|-0.06494087|0.40458846|0.018881451|-0.52237153|0.15675445|-0.19306731|0.4253891|-1.0126793|-0.20707086|-1.1874381|0.06890738|-1.6514966|-0.4815725|0.30722308|-0.7791172|-1.0459778|-0.8707327|0.6417861|0.68399024|-0.18249774|0.56223035|0.087919086|-0.0066725276|-0.22642702|0.47252753|-0.29988122|-0.8755039|-0.5131458|-0.11361113|-0.43414232|-0.17154886|0.2129044|0.053658336|-0.9835403|0.6666155|0.14121848|0.34116|-0.22263834|0.11564114|-0.7477784|0.28712672|-0.21192458|-0.047156744|-0.05522859|-0.13407795|-0.60013837|-0.4350588|1.5011626|-0.48905498|0.097074285|-0.5121102|-0.8190088|0.44330624|-0.41576248|0.36460704|0.038482487|0.45457056|0.9617828|0.8184661|-0.24565446|0.12963167|-0.51959014|1.373242|0.016465053|-0.66262656|-0.16777185|0.45529574|0.23360057|-0.08533119
1671;0.37178034|-0.29199362|0.40604302|0.1478118|-0.114230126|0.3390075|-0.3500898|0.5165414|-0.03926572|-0.6600981|0.47909442|-0.29603174|0.0014715791|-0.5540481|0.65976846|-0.5413576|-0.09110597|0.42055303|0.38540602|-0.35079226|-0.14168923|-0.043174073|-0.5891421|-0.4058789|-0.07734354|-0.31855386|-0.14500976|0.51366943|0.26518977|-0.32072002|-0.32689777|-0.10377204|0.2854969|0.19055033|-0.33880717|0.20072004|-0.39964488|0.22330694|-0.6420771|-0.60083073|-0.019530132|-0.51389194|-0.54620713|-0.49958652|0.10381989|-0.3762586|-0.39285862|0.13261013|0.463507|0.43922734|0.30991304|-0.5353954|-0.24556302|-0.026484812|-0.26612628|0.10126337|-0.6204292|-0.64114255|0.1256691|-0.40676564|-0.0037557632|-0.037544936|0.5726842|0.08072707|0.073352344|0.42081907|-0.29199487|0.17670101|0.05404937|0.27373797|-0.35705554|0.46515673|-0.4039488|0.10307886|-0.558786|0.010596573|-0.28509498|-0.47421077|0.22721043|-0.06612605|0.18762232|0.13643461|-0.22562268|0.24546972|-0.29482254|-0.13943717|0.134325|0.019597463|0.3415503|0.29827252|-0.5381723|0.2354559|-0.56346965|-0.18153824|0.057284996|-0.029572345|-0.1222235|0.9178463|0.12614372|-0.4792233
